ville;latitude;longitude
Lanne;43.162575068;0.00198593
Larreule;43.441779287;0.016770477
Laslades;43.230467227;0.164763625
Lespouey;43.21225341;0.17110414
Lizos;43.260072851;0.145955343
Lortet;43.039579833;0.373840962
Loudenvielle;42.731596477;0.432003326
Luc;43.149003341;0.182028269
Luquet;43.259721625;-0.118889
Lustar;43.269409158;0.34078282
Lutilhous;43.133899431;0.326311069
Mazerolles;43.354200919;0.286877323
Merilheu;43.100057767;0.179360777
Montastruc;43.214902394;0.346467178
Montserie;43.049830344;0.437646403
Oleac Debat;43.271988586;0.140791005
Ossen;43.063345238;-0.076903309
Ourdis Cotdoussan;43.040725368;0.028036586
Ourdon;43.032366224;-0.014110984
Pareac;43.115007815;0.019973881
Prechac;42.993108529;-0.07138225
Puydarrieux;43.289474691;0.400800375
Rabastens De Bigorre;43.38557449;0.156446601
Rejaumont;43.165249418;0.453006078
Ris;42.885636248;0.403139603
Sabalos;43.284425672;0.144896636
Sadournin;43.317482699;0.410921572
St Creac;43.060478896;-0.022098582
St Lezer;43.359654526;0.031507706
Ste Marie;42.969452219;0.627706094
Salechan;42.955423306;0.630096972
Saligos;42.898219597;-0.010927793
Saligos;42.898219597;-0.010927793
Seich;42.996574103;0.500022618
Sentous;43.265185097;0.376977923
Tarasteix;43.31794309;-0.007192967
Thuy;43.256949094;0.240986915
Tibiran Jaunac;43.052804761;0.549084672
Tilhouse;43.085346303;0.309860207
Tramezaigues;42.753954726;0.250260021
Trebons;43.095039256;0.107313069
Trie Sur Baise;43.317855639;0.365923651
Vidouze;43.44042091;-0.045728896
Vielle Adour;43.142720339;0.127472341
L Albere;42.476060027;2.895602193
Baho;42.705913239;2.820082664
Baixas;42.745702722;2.805480492
Le Barcares;42.812614965;3.027971848
Le Boulou;42.526498217;2.831845418
Bourg Madame;42.438364422;1.960631112
Calmeilles;42.551948349;2.671393823
Canet En Roussillon;42.683900311;3.010904692
Caramany;42.736752336;2.559979595
Casefabre;42.617795925;2.614931701
Corbere Les Cabanes;42.660067196;2.682601035
Corneilla Del Vercol;42.622816853;2.951781414
Escaro;42.534888566;2.319375252
Formigueres;42.621087149;2.054507893
Jujols;42.582697697;2.284992102
Latour Bas Elne;42.604822693;3.005059947
Mantet;42.453365454;2.294738081
Maureillas Las Illas;42.460089957;2.800815395
Maury;42.815401378;2.61294475
Millas;42.699215168;2.6899280560000003
Montbolo;42.491219699;2.6322385180000003
Nyer;42.501692019;2.274471515
Palau De Cerdagne;42.386022827;1.979334317
Palau Del Vidre;42.568431313;2.95818133
Pezilla De Conflent;42.735706834;2.489039426
Pezilla La Riviere;42.705317875;2.764567484
Ponteilla;42.6327704;2.826257004
Prades;42.614871867;2.430684568
Py;42.473125631;2.359995409
Rabouillet;42.727692789;2.371246691
Reynes;42.475183645;2.705765129
St Andre;42.552540971;2.98034511
St Cyprien;42.621701446;3.015900405
St Esteve;42.715136713;2.846241691
St Feliu D Avall;42.672574488;2.748139676
St Jean Pla De Corts;42.515467837;2.794654635
St Marsal;42.527824519;2.614196644
St Pierre Dels Forcats;42.479429184;2.118268758
Souanyas;42.548393151;2.283872698
Aurouer;46.682987694;3.3046023
Tautavel;42.813576204;2.719362559
Barrais Bussolles;46.280847376;3.713157518
Theza;42.639650639;2.945868614
Thues Entre Valls;42.503788744;2.229832326
Thuir;42.643305566;2.758581736
Tresserre;42.555916091;2.837789628
Bert;46.327639567;3.702121995
Le Vivier;42.763591176;2.44322884
Bezenet;46.332577695;2.849226655
Billy;46.231954765;3.440249575
Bouce;46.320898372;3.492423968
Bresnay;46.43347251;3.249036322
Busset;46.056234095;3.515656855
Chareil Cintrat;46.265847869;3.229078988
Couzon;46.644333954;3.113435093
Cressanges;46.443962346;3.170882216
Doyet;46.343410834;2.79122789
Espinasse Vozelle;46.129261075;3.335321679
Fourilles;46.243657404;3.197056174
La Guillermie;45.981168849;3.645445965
Lenax;46.303813713;3.830631424
Lignerolles;46.282677176;2.567329342
Luneau;46.366326981;3.952680063
Magnet;46.217253761;3.510854719
Haut Bocage;46.470841019;2.6813991
Marcenat;46.237015488;3.396897749
Monestier;46.263115349;3.104294483
Moulins;46.562707432;3.326660582
Neuvy;46.571283704;3.282723208
Paray Le Fresil;46.659855052;3.603705927
Pierrefitte Sur Loire;46.504403691;3.810421074
Le Pin;46.421484581;3.889269435
Rongeres;46.29757863;3.452268946
St Menoux;46.582433839;3.145324139
St Pont;46.159417059;3.298262871
Seuillet;46.204690405;3.467744587
Souvigny;46.523907444;3.18970925
Trezelles;46.319442765;3.596698259
Tronget;46.418776235;3.088529786
Varennes Sur Allier;46.317039054;3.400247246
Verneix;46.408223454;2.673973647
Voussac;46.325761899;3.073431653
Chateau Arnoux St Auban;44.085162023;5.992381899
Esparron De Verdon;43.743694432;5.988997369
Cabris;43.660108934;6.878443003
Castillon;43.836166164;7.465192851
Cipieres;43.769787869;6.928424581
Gattieres;43.765091397;7.169315639
La Gaude;43.721154488;7.159979747
Grasse;43.655947795;6.931948216
Saorge;43.993923699;7.53714378
Beaupont;46.428649695;5.260337095
Valserhone;46.124111549;5.796482369
Valserhone;46.124111549;5.796482369
Valserhone;46.124111549;5.796482369
Cessy;46.316089437;6.078030245
Ceyzeriat;46.183403875;5.319678283
Champagne En Valromey;45.93196511;5.6931331190000005
Champagne En Valromey;45.93196511;5.6931331190000005
Chezery Forens;46.222560403;5.872426209
Cize;46.200571572;5.450819845
Cleyzieu;45.902697686;5.432785798
Coligny;46.386677691;5.330424959
Confort;46.154319846;5.832712881
Corlier;46.033238796;5.49675279
Crozet;46.291682935;5.995342333
Cruzilles Les Mepillat;46.221287172;4.875091409
Aire;49.470694956;4.163762094
Garnerans;46.21348428;4.8289069090000005
Gex;46.347299128;6.046241081
Asfeld;49.473341079;4.123352844
Giron;46.223710673;5.780900995
Aubigny Les Pothees;49.764699292;4.428330709
Grilly;46.331834436;6.113479251
Autruche;49.453708672;4.905358973
Plateau D Hauteville;45.939605942;5.583780117
Autry;49.265938045;4.831919498
Auvillers Les Forges;49.86643297;4.361004681
Bazeilles;49.717119842;5.028978798
Bazeilles;49.717119842;5.028978798
Beffu Et Le Morthomme;49.372047529;4.891675328
Blagny;49.623310682;5.198136766
Bohas Meyriat Rignat;46.14240142;5.378302588
Bouconville;49.258267288;4.773850439
Bohas Meyriat Rignat;46.14240142;5.378302588
Cernion;49.798909457;4.426297269
Chalandry Elaire;49.707610653;4.755237081
Champigneulle;49.351370552;4.927528397
Montanges;46.17325992;5.790043812
Chatel Chehery;49.278689616;4.952207336
Montluel;45.88696826;5.006439066
Le Chatelet Sur Sormonne;49.840435026;4.517654679
Chaumont Porcien;49.648597313;4.238321952
Nievroz;45.822376041;5.059412772
Nivollet Montgriffon;45.999773507;5.458408258
Ozan;46.387267599;4.917717963
Dom Le Mesnil;49.686339372;4.810194862
Pont De Vaux;46.442474679;4.9287626190000005
Flize;49.669128822;4.741989381
Prevessin Moens;46.258394588;6.072289047
Ruffieu;46.004168068;5.653050149
St Andre Le Bouchoux;46.113278406;5.079827089
Haybes;49.992906297;4.734966441
Houdilcourt;49.422509366;4.125287354
St Etienne Sur Chalaronne;46.146898864;4.867333819
Jonval;49.569520154;4.662700441
Ste Julie;45.881929237;5.284256844
Justine Herbigny;49.60507937;4.325246004
Lepron Les Vallees;49.748815205;4.455686954
Liart;49.761502593;4.341523327
Linay;49.616038223;5.228817537
Sermoyer;46.498451286;4.977943541
Matton Et Clemency;49.676443807;5.226392525
Simandre Sur Suran;46.233965118;5.422597476
Souclin;45.878018555;5.430669842
Tenay;45.922821474;5.514615073
Montcheutin;49.288084985;4.803215496
Montigny Sur Meuse;50.047758174;4.710886331
Versonnex;46.300064513;6.100716829
Mouzon;49.597000227;5.073947647
Murtin Et Bogny;49.81012128;4.539490258
Villereversure;46.192385749;5.394699049
Nouart;49.450466057;5.055375174
Novion Porcien;49.596183024;4.428563838
Oches;49.506812083;4.929790113
Osnes;49.658462122;5.157742607
Pouru Aux Bois;49.710305618;5.096712166
Prez;49.80159144;4.361673156
Puiseux;49.593650798;4.53659512
Pure;49.681955812;5.179933232
Remaucourt;49.601404691;4.232141665
Rimogne;49.839013008;4.534897093
Rocquigny;49.699994089;4.247565319
Rocquigny;49.699994089;4.247565319
Rocroi;49.931624443;4.558484752
Rubigny;49.688982332;4.20712476
St Lambert Et Mont De Jeux;49.497790154;4.624082128
St Menges;49.760275302;4.931705788
St Quentin Le Petit;49.585725482;4.079799691
Sevigny La Foret;49.87937382;4.478490495
Sommerance;49.326202622;4.992260818
Tailly;49.40748878;5.06855392
Tailly;49.40748878;5.06855392
Tailly;49.40748878;5.06855392
Vaux En Dieulet;49.478696586;4.991478089
Vendresse;49.603596761;4.792003774
Viel St Remy;49.632585017;4.484161849
Agonges;46.618364598;3.148778876
Avermes;46.598737396;3.318798217
Avrilly;46.332375536;3.966737993
Beaulon;46.587402632;3.669109032
Besson;46.480747323;3.25480062
Bizeneuille;46.401726014;2.730349428
Buxieres Les Mines;46.47008478;2.955107172
Chouvigny;46.125939823;3.004744399
Cindre;46.322871786;3.551382705
Cosne D Allier;46.483211151;2.822882372
Crechy;46.269421755;3.423422807
Deneuille Les Mines;46.378251002;2.775269123
Etroussat;46.220232812;3.221244754
Franchesse;46.64346669;3.03628672
Gannay Sur Loire;46.718144903;3.596525633
Isserpent;46.154072718;3.618338058
Lavault Ste Anne;46.309148396;2.601114158
Mazirat;46.218775199;2.554989231
Meillers;46.51357558;3.101870093
Le Montet;46.405665047;3.053956003
La Petite Marche;46.189832165;2.561282437
Rocles;46.444307501;3.036674783
St Caprais;46.544938374;2.7394560830000003
St Christophe;46.166487253;3.578648418
St Gerand Le Puy;46.263699055;3.511982278
St Hilaire;46.486942001;3.015409147
St Leger Sur Vouzance;46.408901796;3.937412669
St Leon;46.410677105;3.687643625
St Remy En Rollat;46.192737108;3.383402111
Ste Therence;46.243147615;2.573218801
St Victor;46.388314616;2.609223634
Saligny Sur Roudon;46.462889843;3.751376583
Sauvagny;46.434413053;2.799045731
Servilly;46.280001638;3.589887448
Treban;46.399289283;3.165455142
Aigues Vives;43.235138628;2.532834201
Airoux;43.366970654;1.874231985
Vallon En Sully;46.540147686;2.61657844
Alaigne;43.097978233;2.092076593
Varennes Sur Teche;46.31746107;3.63768231
Albieres;42.946401625;2.445888815
Vaux;46.421468926;2.574684189
Arques;42.94772822;2.3865072
Venas;46.472608626;2.766778956
Barbaira;43.175148932;2.514470618
Belcaire;42.831295546;1.945637123
Belflou;43.319179874;1.796631395
Belvianes Et Cavirac;42.847301256;2.212446619
Blomac;43.213679958;2.589035933
Boutenac;43.14620318;2.798273389
Brugairolles;43.13551166;2.160753107
Cailla;42.810495076;2.196926889
Carcassonne;43.209415595;2.343422135
Carcassonne;43.209415595;2.343422135
Carlipa;43.306162117;2.121601814
Caunes Minervois;43.332613524;2.51632941
Cepie;43.107731501;2.237780649
Chalabre;42.981512775;2.011102048
Clermont Sur Lauquet;43.046418409;2.430099007
Comigne;43.165455349;2.585550051
Conques Sur Orbiel;43.283738198;2.384290306
Esparron De Verdon;43.743694432;5.988997369
Corbieres;43.045731313;1.999877078
Couffoulens;43.154667615;2.305075901
Greoux Les Bains;43.767601156;5.865168462
Coursan;43.247659024;3.058971335
Courtauly;43.040861822;2.044266225
Coustouge;43.056933717;2.743788086
Cruscades;43.200073763;2.8162759900000003
Cubieres Sur Cinoble;42.86217924;2.466245574
Cucugnan;42.851455162;2.609513352
Dernacueillette;42.928655893;2.59811525
Escales;43.22289222;2.708283443
Escueillens Et St Just De Belengard;43.100302222;2.021496856
Esperaza;42.931302013;2.2208133
Val Du Faby;42.930657052;2.163014437
Fabrezan;43.125671629;2.705226326
Fajac La Relenque;43.282872956;1.727467041
Felines Termenes;42.984776122;2.614687275
Fitou;42.895862273;2.966127513
Fontcouverte;43.167768811;2.685956005
Fonties D Aude;43.187559871;2.456950225
Fontjoncouse;43.044623333;2.7928342610000003
St Michel L Observatoire;43.909537513;5.720175386
La Force;43.198421181;2.084546752
Fourtou;42.909531405;2.442375542
Gramazie;43.13694843;2.097627027
Granes;42.895107361;2.253371863
Gruissan;43.103602213;3.081876506
Labastide En Val;43.065184087;2.470982734
Ladern Sur Lauquet;43.101387939;2.386439465
Lairiere;43.022541242;2.481199519
Laure Minervois;43.271358589;2.510108547
Lespinassiere;43.408873554;2.54886106
Leucate;42.899577824;3.025947838
Luc Sur Aude;42.963563233;2.280953161
Maisons;42.929531435;2.640431656
Marquein;43.298601498;1.72310633
Marseillette;43.210458792;2.549490506
Les Martys;43.422174534;2.310128076
Mayreville;43.230063911;1.847968797
Mezerville;43.251323086;1.784466013
Montclar;43.137250214;2.242706251
Monthaut;43.081710311;2.058795391
Val De Dagne;43.133553303;2.548965255
Montolieu;43.313579486;2.214380597
Moux;43.172373732;2.645811346
Padern;42.869599475;2.651238756
Peyriac De Mer;43.090072325;2.949143672
Pomy;43.060576115;2.059912684
Quintillan;42.959652159;2.702841763
Rennes Le Chateau;42.913890768;2.273435826
Ribaute;43.107212112;2.64037558
Rieux En Val;43.078398041;2.540578121
Roquefort De Sault;42.738968362;2.199981411
Roquetaillade Et Conilhac;42.993295483;2.206874172
Rustiques;43.218085556;2.479657351
Ste Eulalie;43.243217353;2.205409888
St Hilaire;43.07867345;2.338491448
St Jean De Paracol;42.938024731;2.108951073
St Martin De Villereglan;43.103867131;2.211205802
St Paulet;43.40453702;1.881081325
St Polycarpe;43.032446687;2.30040612
Salza;42.985374437;2.505676889
Sigean;43.039590728;2.981175918
Soulatge;42.879879328;2.503315616
Soupex;43.38158805;1.890136932
Talairan;43.030054245;2.669622022
Antibes;43.587761948;7.105220285
Terroles;42.991721037;2.342421507
Thezan Des Corbieres;43.08930617;2.783337716
Tourouzelle;43.247105947;2.726648013
Breil Sur Roya;43.940231076;7.503686305
Tuchan;42.90627739;2.727780393
Le Broc;43.815169637;7.15970157
Verzeille;43.12007226;2.329207745
Villalier;43.252443663;2.418608197
Villardebelle;43.011941727;2.40522142
Villar En Val;43.08133471;2.445202952
Villar St Anselme;43.057004656;2.300024439
Duranus;43.893637625;7.279665671
Villarzel Du Razes;43.142371748;2.202692168
Villasavary;43.232093177;2.03337815
Villefloure;43.129529064;2.388911236
Villemagne;43.367947217;2.109121914
Villeneuve Les Corbieres;42.958549152;2.769716259
Villepinte;43.28088179;2.095027311
Menton;43.791862947;7.493340539
Villesiscle;43.227987121;2.08943727
Villespy;43.321698731;2.098377197
Almont Les Junies;44.600689761;2.31056563
Ambeyrac;44.494043263;1.935547446
Arvieu;44.19077226;2.667615091
Asprieres;44.555160089;2.138425033
Balaguier D Olt;44.518538656;1.977361508
La Bastide Pradines;44.010310703;3.056032328
Bessuejouls;44.516152889;2.727940042
La Roquette Sur Siagne;43.585405273;6.94985328
Boussac;44.295879691;2.37710067
Le Rouret;43.679598067;7.010240499
La Capelle Bleys;44.303616783;2.17891052
St Cezaire Sur Siagne;43.659765012;6.803003486
Baraqueville;44.281316706;2.449484143
Cassagnes Begonhes;44.178881723;2.514613022
Theoule Sur Mer;43.498528479;6.92979396
Cassuejouls;44.722867933;2.811863422
Compolibat;44.379127441;2.186826798
Tourrette Levens;43.786501099;7.272671335
Compregnac;44.096055348;2.97957754
Comps La Grand Ville;44.224112497;2.569113887
Conques En Rouergue;44.584457836;2.38991706
Coupiac;43.947480755;2.59351776
Crespin;44.153716612;2.25642908
Curieres;44.649498709;2.891990033
Durenque;44.100943094;2.621726159
Estaing;44.569427739;2.686943237
Firmi;44.547263688;2.325291521
Flagnac;44.593404602;2.264840963
Foissac;44.50625118;2.008483331
Huparlac;44.711087639;2.753632775
Lanuejouls;44.42328447;2.161337291
Melagues;43.727854164;3.016705208
Le Monastere;44.33207059;2.5865928350000003
Montagnol;43.831393077;3.024302478
Montclar;43.979938873;2.630697236
Montlaur;43.865349416;2.833674997
Montrozier;44.395635083;2.721407491
Morlhon Le Haut;44.32165299;2.081731798
Mouret;44.514570098;2.521735204
Mur De Barrez;44.875652082;2.6809071170000003
Nant;44.020063155;3.286067125
Nauviale;44.513288179;2.432878382
Olemps;44.338810182;2.547170796
Palmas D Aveyron;44.422304293;2.8594292770000003
Palmas D Aveyron;44.422304293;2.8594292770000003
Peyreleau;44.176157466;3.204718444
Pont De Salars;44.277832242;2.709259812
Pradinas;44.247330815;2.268437643
Riviere Sur Tarn;44.211195044;3.127601659
Rodelle;44.48167803;2.622449077
Rullac St Cirq;44.119008473;2.477557836
St Andre De Vezines;44.147614037;3.271127433
Ste Eulalie D Olt;44.466248915;2.919141117
Argences En Aubrac;44.775559383;2.815050399
St Geniez D Olt Et D Aubrac;44.512647263;3.012399627
St Jean Du Bruel;44.026307825;3.382056588
St Jean Et St Paul;43.928602985;3.030108816
St Martin De Lenne;44.424674623;2.965738319
Salles Courbaties;44.481099423;2.085412982
La Salvetat Peyrales;44.221171073;2.196522063
Tayrac;44.20357377;2.242906357
Tournemire;43.968194064;3.026958445
Vabres L Abbaye;43.921378448;2.819949417
Vailhourles;44.308283547;1.909359646
Versols Et Lapeyre;43.899882042;2.936209181
Vezins De Levezou;44.267815146;2.925185379
Vimenet;44.400000555;2.929449108
Apremont;49.259389836;4.96788292
Attigny;49.476266168;4.585200636
Auboncourt Vauzelles;49.556761097;4.482408475
Avaux;49.465888218;4.068729619
Bourg Fidele;49.889083798;4.554831961
Briquenay;49.403827406;4.869113614
Buzancy;49.418397773;4.973837126
Chappes;49.60753439;4.279545642
Charbogne;49.506558111;4.5900348950000005
Chesnois Auboncourt;49.561359411;4.566876248
Chuffilly Roche;49.450767895;4.621905274
Cornay;49.298705813;4.93291855
Corny Macheromenil;49.582258473;4.45392879
Douzy;49.663170003;5.04152484
Ecordal;49.534690171;4.587800835
Escombres Et Le Chesnois;49.69785143;5.126139225
Eteignieres;49.891106608;4.4038183140000005
Euilly Et Lombut;49.628923747;5.113577303
Exermont;49.29490647;5.021560092
Faissault;49.609203832;4.505556806
La Feree;49.759038236;4.304287443
Fleville;49.308478775;4.981687806
Flize;49.669128822;4.741989381
Fosse;49.449776874;5.005214244
Givry;49.489234199;4.531244017
Grandchamp;49.652322543;4.406946213
Grandpre;49.349582076;4.850769735
Gue D Hossus;49.95325401;4.538462616
Guincourt;49.556995789;4.627591202
Imecourt;49.370907903;4.974151355
Logny Bogny;49.775418338;4.387730795
Mouzon;49.597000227;5.073947647
Nouvion Sur Meuse;49.709002313;4.797384129
Renwez;49.849335003;4.605098104
Rocquigny;49.699994089;4.247565319
La Sabotterie;49.545979374;4.669644698
Sailly;49.599977735;5.172880268
St Pierremont;49.488825047;4.945217923
Sedan;49.696818253;4.929625969
Sery;49.589227537;4.361629099
Taillette;49.927608393;4.475354517
Tetaigne;49.649346544;5.117267891
Thenorgues;49.406073813;4.920275917
Tourteron;49.540566269;4.642032085
Tremblois Les Carignan;49.6619438;5.260051297
Verpel;49.38214902;4.928793996
Viel St Remy;49.632585017;4.484161849
Villers Devant Le Thour;49.504587814;4.076632645
Wignicourt;49.586552298;4.581937113
Yoncq;49.567927362;5.016128389
Armissan;43.187388933;3.089015254
Artigues;42.791208952;2.206715411
Belfort Sur Rebenty;42.829966046;2.049795436
Bellegarde Du Razes;43.107445424;2.050808367
Belpech;43.203451366;1.763186341
Le Bousquet;42.718246461;2.175258816
Bram;43.251430843;2.110586669
Cahuzac;43.190632577;1.855096808
Cailhau;43.145186354;2.130867064
Campagne Sur Aude;42.915757177;2.202234547
Castans;43.414167744;2.488238372
Castelnau D Aude;43.233026898;2.67733552
Val De Lambronne;43.075550149;1.987717402
Caunette Sur Lauquet;43.027761987;2.426408968
Caux Et Sauzens;43.225742397;2.254734927
Cavanac;43.169079579;2.334356407
Cazalrenoux;43.189088762;1.947084279
Citou;43.375691189;2.5322346810000003
Conilhac Corbieres;43.184499993;2.7161291480000003
Couiza;42.932875499;2.245259466
La Courtete;43.142218729;2.032546324
Coustaussa;42.936974126;2.285029491
Davejean;42.959273418;2.6065399730000003
Duilhac Sous Peyrepertuse;42.865805292;2.567436293
Val Du Faby;42.930657052;2.163014437
Fanjeaux;43.186859709;2.036882496
Fendeille;43.270658544;1.947766879
Fenouillet Du Razes;43.155580221;2.02908243
Fitou;42.895862273;2.966127513
Fontiers Cabardes;43.374955048;2.253437002
Fournes Cabardes;43.356962821;2.409698632
Galinagues;42.806938895;2.047896069
Gardie;43.074617908;2.29913261
Gincla;42.764306137;2.332734362
Ginestas;43.275975097;2.876976082
Jonquieres;43.03996032;2.723244743
Labastide D Anjou;43.34675674;1.852883896
La Palme;42.965514216;2.994909594
Lavalette;43.192185826;2.269956266
Leucate;42.899577824;3.025947838
Lezignan Corbieres;43.204059124;2.762030341
Luc Sur Orbieu;43.175504776;2.787966445
Magrie;43.024891168;2.203997928
Marsa;42.819854033;2.139382024
Mas Saintes Puelles;43.313874634;1.877326608
Mayronnes;43.045896279;2.528696438
Miraval Cabardes;43.381434442;2.339824417
Mirepeisset;43.283673615;2.89663582
Mireval Lauragais;43.263459481;1.96788499
Missegre;43.002286552;2.372796653
Molandier;43.251450334;1.723786751
Montazels;42.951921154;2.24409541
Montbrun Des Corbieres;43.201214771;2.681665141
Montgradail;43.123502608;2.032806081
Montmaur;43.400598457;1.844406024
Montseret;43.105348897;2.807191301
Monze;43.15338856;2.466378625
Moussan;43.230391832;2.95697434
Mouthoumet;42.963886557;2.532013123
Nevian;43.20392759;2.885948948
Palairac;42.957392298;2.658236647
Pecharic Et Le Py;43.193977869;1.827375133
Pennautier;43.251233398;2.313909085
Peyrens;43.36156073;1.960913743
Plaigne;43.170890566;1.807980979
Pomas;43.107213464;2.280810514
Preixan;43.144106549;2.280328364
Quillan;42.884782221;2.173210487
Quillan;42.884782221;2.173210487
Ricaud;43.34672977;1.8954399
Roquecourbe Minervois;43.214807849;2.653514194
Roquefere;43.393734158;2.374382966
Rouffiac Des Corbieres;42.88926353;2.555353772
Ste Colombe Sur Guette;42.752767212;2.24890199
St Gauderic;43.12666819;1.95915744
St Jean De Barrou;42.960695611;2.827983666
St Julia De Bec;42.859797914;2.254382065
St Julien De Briola;43.160768024;1.945298468
St Martin Des Puits;43.03668159;2.575781374
St Martin Lys;42.824732879;2.238406749
Salvezines;42.775011039;2.285504398
Serres;42.945027563;2.328454093
Souilhanels;43.355910339;1.916074939
Tourreilles;43.019942168;2.169148906
Valmigere;42.98427657;2.384518447
Vignevieille;43.015512649;2.530297652
Villarzel Cabardes;43.283757926;2.468925644
Villegailhenc;43.271643489;2.347013131
Villemoustaussou;43.249605454;2.366056227
Agen D Aveyron;44.351284364;2.694054322
Aubin;44.53203905;2.256331617
Aubin;44.53203905;2.256331617
Auriac Lagast;44.144144677;2.596046807
Auzits;44.499720985;2.322163792
Belmont Sur Rance;43.824553348;2.751458787
Brasc;43.979158878;2.573504168
Brommat;44.82893527;2.704969728
Broquies;44.017903272;2.706580851
Brusque;43.764679068;2.948470175
Cabanes;44.191009971;2.293246538
Camares;43.818572582;2.884723835
La Capelle Balaguier;44.43922544;1.925633113
Baraqueville;44.281316706;2.449484143
Clairvaux D Aveyron;44.406622611;2.408521124
Colombies;44.343491114;2.327528704
Connac;44.021060263;2.593981735
Conques En Rouergue;44.584457836;2.38991706
Cornus;43.892440395;3.200661426
Les Costes Gozon;44.016414127;2.800568003
Coubisou;44.575955412;2.732268499
Drulhe;44.455414312;2.134756937
Entraygues Sur Truyere;44.654547146;2.578458667
Flavin;44.287169888;2.623272135
Florentin La Capelle;44.639246369;2.644559282
La Fouillade;44.234399271;2.048070402
Gabriac;44.462375231;2.805071677
Galgan;44.503499705;2.179773875
Golinhac;44.595600084;2.58716609
Lassouts;44.486969008;2.854266651
Luc La Primaube;44.305444674;2.536714214
Maleville;44.399743419;2.103429528
Meljac;44.133769646;2.434978915
Millau;44.097355053;3.117377106
Montbazens;44.476787676;2.212826229
Mostuejouls;44.22512594;3.182465499
Moyrazes;44.32765706;2.427297541
Murols;44.76089486;2.577024165
Najac;44.21123208;1.96359805
Le Nayrac;44.605417839;2.669717419
Pomayrols;44.486798098;3.058791212
Mounes Prohencoux;43.798216146;2.819175794
Quins;44.229790819;2.379069712
Rebourguil;43.884882398;2.75640733
Roquefort Sur Soulzon;43.970429118;2.981290114
St Amans Des Cots;44.687234955;2.690996854
St Andre De Najac;44.178844848;2.021039606
St Beaulize;43.905856793;3.099594272
St Beauzely;44.169138067;2.966579597
St Chely D Aubrac;44.591870046;2.946273667
Argences En Aubrac;44.775559383;2.815050399
St Georges De Luzencon;44.056682277;2.986966021
St Igest;44.44567183;2.090389598
St Juery;43.924174559;2.6963614270000003
St Just Sur Viaur;44.119886843;2.379438132
St Rome De Cernon;44.009558473;2.984346917
St Santin;44.639426023;2.232664626
St Sernin Sur Rance;43.878689113;2.623191003
St Sever Du Moustier;43.772115473;2.693634334
St Symphorien De Thenieres;44.740255328;2.708925326
Salvagnac Cajarc;44.454607534;1.871701776
Causse Et Diege;44.52865099;2.034102007
Sauveterre De Rouergue;44.247151528;2.314844442
Savignac;44.36027573;1.958424209
Segur;44.291027584;2.843750868
La Serre;43.893242229;2.6548675790000003
Severac D Aveyron;44.31842852;3.042005637
Severac D Aveyron;44.31842852;3.042005637
Tauriac De Naucelle;44.145383439;2.323592763
Taussac;44.8249271;2.636236007
Verrieres;44.216646643;3.051007526
Veyreau;44.182028437;3.306652748
Villefranche De Panat;44.097378405;2.7158709510000003
Villefranche De Rouergue;44.349875782;2.030960638
Viviez;44.556148585;2.221013994
Curan;44.197787301;2.853635906
Andrest;43.315699572;0.06574095
Aneres;43.076407247;0.464619753
Les Angles;43.084429639;0.00381894
Anla;43.005489723;0.591553866
Arreau;42.913031694;0.351868085
Artagnan;43.407036157;0.08246106
Artigues;43.073585122;-0.000835259
Aspin Aure;42.935617236;0.328180655
Aste;43.016574074;0.215628256
Avajan;42.8472822;0.402519516
Azereix;43.208055636;-0.023178104
Barbachen;43.428593449;0.126116314
Barlest;43.150254801;-0.095062113
Bazet;43.290187132;0.07597323
Bazus Aure;42.856429445;0.345882536
Benac;43.152835981;0.029322847
Berberust Lias;43.034703979;-0.033179313
Bernac Dessus;43.154680714;0.128273014
Bernadets Debat;43.350938666;0.318424186
Bertren;42.999351652;0.6167993620000001
Beyrede Jumet Camous;42.952707104;0.347481215
Borderes Sur L Echez;43.265194393;0.042473883
Bordes;43.19698546;0.214207254
Bramevaque;42.977942976;0.5591725310000001
Buzon;43.446757511;0.148630342
Calavante;43.204153835;0.163858908
Castelbajac;43.182158886;0.356714325
Castelnau Magnoac;43.295307433;0.5159276220000001
Caussade Riviere;43.516515419;0.010124253
Chis;43.29899609;0.1147185
Clarens;43.154177716;0.412183048
Coussan;43.244881401;0.204835104
Adervielle Pouchergues;42.795853294;0.385451223
Esconnets;43.071170349;0.230595226
Allier;43.179996096;0.125954174
Esquieze Sere;42.88025574;-0.007246063
Ancizan;42.899316821;0.283920163
Estensan;42.814608909;0.345110983
Antist;43.119377652;0.134781728
Fontrailles;43.342443413;0.368705446
Arcizac Ez Angles;43.096033851;0.015233396
Garderes;43.28244228;-0.106404661
Ardengost;42.927175066;0.414684115
Gaudent;42.996884503;0.5607280720000001
Argeles Gazost;43.005417659;-0.095657309
Gaussan;43.222792737;0.478692151
Arras En Lavedan;42.967252646;-0.14391887
Gerde;43.058698316;0.177672169
Aulon;42.856436208;0.263844803
Grezian;42.87286238;0.353164101
Aurensan;43.306107996;0.094857854
Hautaget;43.058757522;0.456804151
Aventignan;43.062035977;0.523977443
Hiis;43.135019274;0.096664585
Ayros Arbouix;43.001303102;-0.066080509
Ilheu;42.996220341;0.600263651
Barbazan Dessus;43.164194331;0.143367014
Jarret;43.074907437;-0.016732457
